cgpa,python,communication,projects,internships,interest,career
8.9,4,1,7,2,Cloud,Cloud Engineer
9.12,9,7,7,3,Data Science,Data Scientist
5.53,9,7,7,1,Cyber,Cyber Security
8.58,8,1,9,2,AI,AI Engineer
8.09,9,10,0,4,Cloud,Cloud Engineer
6.25,9,8,3,3,Data Science,Data Scientist
7.89,8,7,2,3,Cloud,Cloud Engineer
7.15,6,3,8,3,AI,AI Engineer
5.77,2,7,9,3,AI,AI Engineer
5.78,1,7,3,4,Cloud,Cloud Engineer
7.63,6,8,6,3,Web,Web Developer
6.53,5,2,0,0,Web,Web Developer
8.19,9,9,5,1,Web,Web Developer
7.61,5,8,3,1,Web,Web Developer
6.75,5,8,0,3,AI,AI Engineer
9.98,5,8,5,5,Cyber,Cyber Security
9.7,8,8,1,0,Cloud,Cloud Engineer
9.7,5,1,7,3,Web,Web Developer
7.21,2,2,1,1,Cloud,Cloud Engineer
9.02,9,4,7,4,Cyber,Cyber Security
7.7,6,3,2,1,Data Science,Data Scientist
8.27,3,2,5,3,Cyber,Cyber Security
6.86,9,2,1,3,Data Science,Data Scientist
6.45,5,4,8,1,Cloud,Cloud Engineer
9.34,9,3,7,3,Cyber,Cyber Security
7.49,3,6,10,0,AI,AI Engineer
6.94,9,8,3,2,AI,AI Engineer
9.87,3,7,10,5,Web,Web Developer
8.32,4,7,9,4,Web,Web Developer
9.03,6,3,8,1,Cyber,Cyber Security
8.08,4,9,9,3,AI,AI Engineer
7.78,4,5,10,1,Web,Web Developer
6.78,9,10,8,4,Cyber,Cyber Security
6.99,4,6,0,0,Web,Web Developer
9.76,8,4,8,0,Cloud,Cloud Engineer
7.5,7,10,7,4,Cyber,Cyber Security
8.65,8,1,4,5,Web,Web Developer
9.4,4,5,3,1,Cloud,Cloud Engineer
9.78,4,5,9,3,AI,AI Engineer
7.76,6,1,4,3,Web,Web Developer
5.68,4,5,10,2,AI,AI Engineer
7.45,9,8,10,1,Cloud,Cloud Engineer
9.58,8,1,5,5,Data Science,Data Scientist
6.21,9,7,2,2,Cyber,Cyber Security
8.4,3,3,10,4,Data Science,Data Scientist
9.21,6,4,4,4,Cyber,Cyber Security
7.55,8,3,0,3,Data Science,Data Scientist
7.84,8,4,4,3,Cloud,Cloud Engineer
8.13,8,2,2,2,Cloud,Cloud Engineer
7.05,10,6,4,3,Cloud,Cloud Engineer
6.09,9,1,1,1,Cyber,Cyber Security
6.85,6,3,10,1,Cyber,Cyber Security
9.24,4,4,4,0,Data Science,Data Scientist
7.6,6,6,5,3,Web,Web Developer
6.35,3,8,0,3,Cyber,Cyber Security
8.24,3,10,10,1,AI,AI Engineer
9.55,6,5,4,2,Web,Web Developer
8.58,5,3,7,1,AI,AI Engineer
5.73,4,7,1,2,Web,Web Developer
9.5,3,4,5,0,Cloud,Cloud Engineer
6.62,10,4,4,5,Web,Web Developer
7.62,5,9,0,5,Cyber,Cyber Security
8.3,10,10,3,5,AI,AI Engineer
7.38,3,9,8,4,Web,Web Developer
9.2,5,3,1,1,Web,Web Developer
9.59,6,10,3,0,AI,AI Engineer
9.11,1,5,1,1,Web,Web Developer
9.83,9,1,5,5,Web,Web Developer
6.04,2,10,6,0,Data Science,Data Scientist
8.51,5,2,4,5,Cloud,Cloud Engineer
8.15,1,6,10,3,Cloud,Cloud Engineer
6.97,8,8,8,4,Cloud,Cloud Engineer
7.71,2,10,6,5,Web,Web Developer
6.63,6,8,3,2,AI,AI Engineer
9.35,1,2,10,1,Cyber,Cyber Security
8.52,4,4,3,3,Cyber,Cyber Security
6.88,3,8,3,2,Data Science,Data Scientist
8.55,9,1,6,0,Web,Web Developer
7.5,4,4,5,5,AI,AI Engineer
6.75,7,6,1,1,AI,AI Engineer
5.6,5,2,5,0,Cyber,Cyber Security
6.32,3,6,5,0,Cyber,Cyber Security
8.16,9,1,5,5,Cloud,Cloud Engineer
8.81,5,5,10,3,Data Science,Data Scientist
9.06,6,6,3,5,Data Science,Data Scientist
5.9,1,6,1,1,Data Science,Data Scientist
6.31,4,6,8,2,Cyber,Cyber Security
8.6,1,7,10,0,Web,Web Developer
9.16,8,3,4,3,AI,AI Engineer
7.06,10,6,1,4,Cloud,Cloud Engineer
9.97,1,7,6,0,Cloud,Cloud Engineer
9.34,7,3,1,1,Web,Web Developer
7.93,6,1,8,1,Web,Web Developer
8.79,8,4,2,1,Cyber,Cyber Security
6.56,3,9,8,5,Cyber,Cyber Security
9.69,7,2,9,0,Data Science,Data Scientist
9.59,6,6,5,0,Cloud,Cloud Engineer
7.44,2,1,2,1,Data Science,Data Scientist
8.81,4,2,7,4,Web,Web Developer
6.53,5,8,1,3,Cyber,Cyber Security
7.05,9,2,4,2,Web,Web Developer
8.72,5,3,0,2,Data Science,Data Scientist
6.59,8,6,2,5,AI,AI Engineer
7.48,7,5,0,4,Cyber,Cyber Security
8.4,2,1,9,1,Web,Web Developer
8.26,3,2,1,1,Web,Web Developer
8.95,5,4,0,5,Cloud,Cloud Engineer
9.44,5,4,9,2,Web,Web Developer
8.91,6,2,9,4,Cyber,Cyber Security
6.93,3,5,1,0,Cyber,Cyber Security
9.22,10,4,4,2,Cloud,Cloud Engineer
8.72,10,4,2,3,AI,AI Engineer
6.8,2,10,9,5,AI,AI Engineer
7.95,2,5,2,4,Cyber,Cyber Security
8.34,1,8,6,4,Cyber,Cyber Security
9.77,9,10,7,2,Cloud,Cloud Engineer
6.96,5,2,5,1,Cyber,Cyber Security
6.42,2,9,9,2,Data Science,Data Scientist
8.68,7,5,0,4,Web,Web Developer
7.97,8,5,5,5,Cyber,Cyber Security
9.52,7,10,8,4,Web,Web Developer
5.8,2,8,10,1,Data Science,Data Scientist
8.41,6,5,6,0,AI,AI Engineer
6.9,9,6,7,3,AI,AI Engineer
9.12,6,9,0,2,Cloud,Cloud Engineer
7.27,9,1,2,4,Cyber,Cyber Security
6.61,3,9,2,3,Cyber,Cyber Security
7.3,9,4,3,2,AI,AI Engineer
7.22,9,4,2,0,Cyber,Cyber Security
5.7,3,10,5,3,Data Science,Data Scientist
7.53,9,2,9,4,AI,AI Engineer
9.01,10,1,2,0,Cloud,Cloud Engineer
8.55,3,10,2,2,Data Science,Data Scientist
5.62,6,7,8,3,Cloud,Cloud Engineer
9.21,2,10,6,5,Web,Web Developer
9.05,4,3,10,1,Cloud,Cloud Engineer
6.21,6,5,8,4,Data Science,Data Scientist
6.51,4,5,5,4,AI,AI Engineer
8.23,10,3,9,2,Data Science,Data Scientist
5.64,1,3,7,5,Web,Web Developer
7.3,7,7,10,3,Cyber,Cyber Security
8.47,9,5,4,4,Data Science,Data Scientist
5.85,4,4,10,2,Web,Web Developer
7.99,4,3,9,5,Cloud,Cloud Engineer
6.5,1,7,9,1,Cloud,Cloud Engineer
9.55,5,6,3,1,AI,AI Engineer
6.89,6,6,9,5,AI,AI Engineer
6.76,5,2,6,3,Web,Web Developer
9.55,6,5,8,0,AI,AI Engineer
7.8,3,5,4,5,Data Science,Data Scientist
8.03,2,1,10,5,Cyber,Cyber Security
5.66,2,5,7,3,Web,Web Developer
6.16,4,6,9,4,Cloud,Cloud Engineer
7.4,10,3,7,5,Data Science,Data Scientist
7.87,6,3,5,2,Web,Web Developer
8.4,3,4,8,0,AI,AI Engineer
7.32,1,10,8,3,AI,AI Engineer
7.85,7,1,0,3,Data Science,Data Scientist
7.57,7,6,6,3,Cyber,Cyber Security
6.84,1,6,10,3,Data Science,Data Scientist
9.14,6,1,0,0,Data Science,Data Scientist
7.42,2,1,8,0,Cyber,Cyber Security
8.31,2,9,0,3,Web,Web Developer
7.76,8,6,5,0,Data Science,Data Scientist
9.08,9,3,1,3,Web,Web Developer
7.1,7,3,9,5,Data Science,Data Scientist
7.67,6,7,2,5,Web,Web Developer
9.65,7,1,4,0,Data Science,Data Scientist
6.4,4,2,10,2,Cloud,Cloud Engineer
8.76,1,7,7,1,Data Science,Data Scientist
7.55,3,4,5,2,Web,Web Developer
5.67,7,1,8,2,Data Science,Data Scientist
6.55,8,10,4,1,Data Science,Data Scientist
6.02,1,8,2,0,Web,Web Developer
7.63,10,4,4,3,Cloud,Cloud Engineer
8.96,2,9,1,2,Web,Web Developer
8.52,9,10,2,0,AI,AI Engineer
6.58,7,4,1,3,Cyber,Cyber Security
5.75,3,3,3,4,Cloud,Cloud Engineer
8.59,10,10,0,1,Web,Web Developer
7.47,10,3,10,3,Data Science,Data Scientist
7.52,5,7,10,3,Web,Web Developer
9.32,5,7,10,2,AI,AI Engineer
6.25,4,9,7,2,Data Science,Data Scientist
9.83,2,5,10,2,AI,AI Engineer
7.06,3,9,5,0,AI,AI Engineer
9.97,1,2,5,0,Cyber,Cyber Security
9.74,3,8,9,3,AI,AI Engineer
6.68,4,2,3,2,Cloud,Cloud Engineer
6.61,7,4,7,4,Cloud,Cloud Engineer
6.76,10,10,2,5,AI,AI Engineer
6.71,8,7,9,2,Data Science,Data Scientist
5.96,6,3,8,1,Cyber,Cyber Security
7.45,10,2,7,5,Cyber,Cyber Security
9.43,10,6,2,1,Cloud,Cloud Engineer
5.57,8,2,4,5,Web,Web Developer
9.98,2,3,10,1,Web,Web Developer
7.98,8,7,8,0,AI,AI Engineer
6.52,1,7,0,3,Cloud,Cloud Engineer
9.62,10,6,0,5,Cloud,Cloud Engineer
7.85,8,7,2,3,AI,AI Engineer
6.43,3,10,6,1,Cyber,Cyber Security
6.62,9,9,0,0,AI,AI Engineer
9.68,3,5,7,1,Cyber,Cyber Security
5.66,4,2,8,4,Web,Web Developer
6.15,4,2,6,1,Web,Web Developer
9.39,1,4,8,5,Cyber,Cyber Security
9.8,6,10,5,3,Cloud,Cloud Engineer
6.75,5,9,9,2,Data Science,Data Scientist
7.21,7,8,8,4,AI,AI Engineer
6.94,6,10,2,4,Data Science,Data Scientist
9.45,6,5,3,4,Data Science,Data Scientist
8.23,5,5,6,4,AI,AI Engineer
8.0,7,7,8,5,AI,AI Engineer
9.4,6,6,10,0,Cyber,Cyber Security
9.55,8,7,3,3,Cyber,Cyber Security
6.62,7,3,9,3,AI,AI Engineer
8.79,4,9,3,3,Cloud,Cloud Engineer
9.5,9,6,9,0,AI,AI Engineer
7.3,10,10,6,0,AI,AI Engineer
7.36,2,5,7,2,Cyber,Cyber Security
6.99,7,2,0,0,Web,Web Developer
6.73,6,9,0,4,Data Science,Data Scientist
6.16,1,6,6,5,Cyber,Cyber Security
6.5,4,8,8,1,AI,AI Engineer
9.99,8,2,6,2,Web,Web Developer
7.55,5,6,4,2,Data Science,Data Scientist
7.17,9,2,5,3,Data Science,Data Scientist
5.94,8,3,2,4,Cyber,Cyber Security
7.98,5,4,1,5,Cloud,Cloud Engineer
9.31,2,7,9,0,Data Science,Data Scientist
7.82,10,2,7,1,AI,AI Engineer
6.53,1,6,0,4,Cyber,Cyber Security
8.23,6,7,8,3,Cyber,Cyber Security
6.41,7,3,3,1,AI,AI Engineer
6.89,8,8,1,4,AI,AI Engineer
8.94,8,2,5,3,Data Science,Data Scientist
6.1,8,9,5,3,Cyber,Cyber Security
5.67,2,8,6,2,Web,Web Developer
9.59,9,10,7,1,Cyber,Cyber Security
6.37,4,6,9,4,Cloud,Cloud Engineer
9.06,6,10,8,4,Cyber,Cyber Security
6.74,3,3,9,5,Web,Web Developer
9.97,3,5,5,4,AI,AI Engineer
8.91,5,3,3,5,Cloud,Cloud Engineer
8.39,3,1,1,1,Web,Web Developer
7.94,6,4,4,2,Cyber,Cyber Security
9.65,2,8,3,0,Data Science,Data Scientist
6.76,1,3,4,4,Cyber,Cyber Security
5.91,9,3,1,3,AI,AI Engineer
6.82,5,2,5,1,Web,Web Developer
7.07,8,8,5,3,AI,AI Engineer
9.01,1,6,6,1,Cloud,Cloud Engineer
6.34,5,3,5,4,AI,AI Engineer
5.58,10,10,5,5,Data Science,Data Scientist
5.95,10,5,5,3,AI,AI Engineer
8.77,4,10,2,1,Cloud,Cloud Engineer
7.79,7,1,8,0,Cloud,Cloud Engineer
9.06,3,8,3,5,Cloud,Cloud Engineer
9.79,10,3,8,0,Web,Web Developer
9.15,4,5,6,3,Data Science,Data Scientist
6.0,7,7,7,0,Cloud,Cloud Engineer
6.53,9,9,7,5,Cloud,Cloud Engineer
7.95,3,9,2,4,Cyber,Cyber Security
6.81,1,9,4,0,Cloud,Cloud Engineer
6.27,2,4,5,4,Data Science,Data Scientist
6.44,10,2,4,4,AI,AI Engineer
9.96,4,1,3,1,Web,Web Developer
8.24,6,4,5,2,AI,AI Engineer
6.26,8,5,4,2,Web,Web Developer
9.78,7,4,10,3,Data Science,Data Scientist
9.76,6,10,5,0,Web,Web Developer
6.47,6,4,5,0,Cloud,Cloud Engineer
6.63,9,5,4,4,Cyber,Cyber Security
8.75,5,6,8,3,Cloud,Cloud Engineer
9.87,6,9,3,0,Data Science,Data Scientist
8.06,2,1,5,3,AI,AI Engineer
9.13,6,8,5,0,Web,Web Developer
9.73,5,3,4,5,Cyber,Cyber Security
6.74,10,2,4,4,Data Science,Data Scientist
6.69,10,4,4,1,AI,AI Engineer
8.12,6,1,6,2,Cyber,Cyber Security
6.95,4,1,4,0,Cyber,Cyber Security
7.36,10,2,1,1,Cloud,Cloud Engineer
6.9,5,10,4,1,Web,Web Developer
7.52,8,10,7,5,Data Science,Data Scientist
7.65,4,2,6,0,Cyber,Cyber Security
6.6,4,1,3,5,Cloud,Cloud Engineer
6.33,6,5,4,2,Data Science,Data Scientist
8.34,1,2,8,2,Cloud,Cloud Engineer
7.03,9,2,0,2,Cloud,Cloud Engineer
9.18,6,5,8,1,AI,AI Engineer
8.19,6,2,0,5,AI,AI Engineer
8.24,9,2,2,4,Web,Web Developer
6.03,5,1,3,0,Data Science,Data Scientist
6.09,6,6,3,1,Cloud,Cloud Engineer
8.29,5,10,7,2,Cloud,Cloud Engineer
6.29,2,2,7,2,Cyber,Cyber Security
8.97,9,1,0,4,Data Science,Data Scientist
9.48,10,6,6,3,Web,Web Developer
9.49,5,3,9,0,AI,AI Engineer
8.69,2,4,0,0,AI,AI Engineer
7.13,1,5,5,3,AI,AI Engineer
6.85,3,10,0,4,Data Science,Data Scientist
9.24,10,4,6,3,Cyber,Cyber Security
6.55,5,2,5,5,Cloud,Cloud Engineer
8.5,5,2,6,2,Cloud,Cloud Engineer
6.78,9,4,2,4,Data Science,Data Scientist
6.44,4,8,5,1,Web,Web Developer
8.18,6,1,5,4,Data Science,Data Scientist
5.76,4,2,1,4,Data Science,Data Scientist
9.25,4,9,0,4,Cloud,Cloud Engineer
9.01,7,9,1,1,Web,Web Developer
5.78,3,1,3,4,Cloud,Cloud Engineer
7.37,7,7,5,1,Data Science,Data Scientist
5.5,6,7,1,2,Cloud,Cloud Engineer
6.78,5,4,9,4,Cloud,Cloud Engineer
8.72,4,6,1,2,AI,AI Engineer
7.56,5,6,1,3,Data Science,Data Scientist
5.57,9,4,1,2,Cyber,Cyber Security
7.84,10,10,5,3,Data Science,Data Scientist
7.33,3,6,1,3,Data Science,Data Scientist
9.99,5,1,6,1,Web,Web Developer
9.22,7,10,0,1,Data Science,Data Scientist
8.45,3,3,0,3,AI,AI Engineer
8.08,6,1,4,0,Web,Web Developer
7.37,8,7,2,1,AI,AI Engineer
9.33,9,6,6,2,AI,AI Engineer
7.04,3,4,6,1,Data Science,Data Scientist
5.87,8,4,4,5,Cyber,Cyber Security
5.81,9,9,5,2,Web,Web Developer
8.01,5,9,0,1,Cyber,Cyber Security
8.24,7,4,6,1,AI,AI Engineer
9.52,9,5,8,5,Data Science,Data Scientist
5.76,2,1,0,1,Web,Web Developer
8.91,3,1,2,2,Data Science,Data Scientist
5.62,5,7,4,4,Data Science,Data Scientist
7.44,4,8,0,2,Cyber,Cyber Security
7.82,1,3,6,1,Cloud,Cloud Engineer
7.5,1,3,3,2,Data Science,Data Scientist
9.5,1,10,5,3,Data Science,Data Scientist
5.74,3,7,9,0,Cyber,Cyber Security
8.2,2,1,10,2,Cyber,Cyber Security
7.35,9,8,1,2,Cloud,Cloud Engineer
9.48,2,7,10,4,Cyber,Cyber Security
8.26,10,2,4,4,Cyber,Cyber Security
9.21,7,3,3,5,Data Science,Data Scientist
7.76,8,10,10,2,Cloud,Cloud Engineer
8.16,7,9,5,4,Cloud,Cloud Engineer
7.15,2,1,0,0,Cyber,Cyber Security
8.71,6,7,9,2,Data Science,Data Scientist
7.18,7,4,9,4,Data Science,Data Scientist
8.24,8,8,4,0,Cyber,Cyber Security
9.76,2,9,0,5,Cyber,Cyber Security
7.73,5,6,6,5,Data Science,Data Scientist
9.69,10,4,10,5,Web,Web Developer
6.63,9,7,2,2,Data Science,Data Scientist
9.75,1,10,0,5,Cloud,Cloud Engineer
7.47,6,8,0,3,AI,AI Engineer
9.53,5,8,10,2,Web,Web Developer
8.8,7,1,6,5,Cloud,Cloud Engineer
7.77,4,9,10,0,Data Science,Data Scientist
9.19,7,8,6,5,AI,AI Engineer
8.31,8,3,6,4,Cloud,Cloud Engineer
5.88,4,6,0,4,Cyber,Cyber Security
8.14,5,3,5,5,Cloud,Cloud Engineer
7.64,7,7,8,5,AI,AI Engineer
9.38,2,9,3,2,AI,AI Engineer
6.23,8,1,8,1,Cloud,Cloud Engineer
8.19,10,10,2,1,AI,AI Engineer
6.56,4,9,7,3,AI,AI Engineer
9.1,2,8,3,5,Cyber,Cyber Security
7.95,8,3,5,4,Cloud,Cloud Engineer
5.8,8,9,2,0,Cloud,Cloud Engineer
8.83,6,3,1,4,Web,Web Developer
9.45,2,1,4,0,Cyber,Cyber Security
7.76,4,9,3,1,Cloud,Cloud Engineer
9.72,9,8,7,4,Cloud,Cloud Engineer
8.73,8,5,0,0,Cyber,Cyber Security
6.87,10,4,8,4,Web,Web Developer
9.81,10,6,9,1,Data Science,Data Scientist
7.01,4,4,7,4,AI,AI Engineer
9.2,10,5,5,4,Data Science,Data Scientist
6.36,2,4,10,4,AI,AI Engineer
8.84,3,9,1,0,Data Science,Data Scientist
7.23,8,6,0,4,Cyber,Cyber Security
6.99,3,6,4,1,Cloud,Cloud Engineer
9.19,7,8,2,1,Cloud,Cloud Engineer
7.55,4,10,1,4,Data Science,Data Scientist
5.97,8,10,6,3,Data Science,Data Scientist
7.72,5,10,9,2,Data Science,Data Scientist
6.65,3,3,9,5,AI,AI Engineer
9.5,3,4,4,3,Cloud,Cloud Engineer
6.67,4,7,3,5,Data Science,Data Scientist
7.03,6,3,3,5,Data Science,Data Scientist
9.73,4,4,7,3,Cyber,Cyber Security
8.87,2,10,8,2,Cyber,Cyber Security
7.12,7,8,2,1,Cyber,Cyber Security
6.55,3,1,7,5,Data Science,Data Scientist
6.22,6,5,9,4,Data Science,Data Scientist
7.46,7,3,6,0,Data Science,Data Scientist
5.81,4,3,6,3,Cloud,Cloud Engineer
9.12,1,4,6,1,Data Science,Data Scientist
5.86,4,2,8,5,Data Science,Data Scientist
8.75,1,3,7,2,AI,AI Engineer
7.4,7,7,1,0,Data Science,Data Scientist
6.27,9,7,2,2,Cyber,Cyber Security
5.87,5,6,10,0,AI,AI Engineer
9.66,9,10,8,1,AI,AI Engineer
9.13,9,9,3,1,Cloud,Cloud Engineer
9.25,1,5,4,4,Web,Web Developer
6.47,9,7,2,5,Cloud,Cloud Engineer
9.24,3,10,5,2,Cloud,Cloud Engineer
7.85,4,9,0,2,Cyber,Cyber Security
5.8,7,3,9,1,Web,Web Developer
8.68,2,8,0,4,Data Science,Data Scientist
5.81,9,3,2,3,Cloud,Cloud Engineer
9.86,5,1,2,2,Data Science,Data Scientist
8.67,6,3,0,5,Web,Web Developer
7.87,5,10,3,0,Cloud,Cloud Engineer
6.38,7,8,5,1,Data Science,Data Scientist
9.18,7,6,2,5,Cloud,Cloud Engineer
8.74,8,6,2,4,Cyber,Cyber Security
9.8,3,2,3,4,AI,AI Engineer
5.57,9,9,4,5,Cyber,Cyber Security
10.0,6,8,0,3,Data Science,Data Scientist
8.88,1,5,5,1,Web,Web Developer
8.2,1,6,3,2,AI,AI Engineer
8.09,9,2,10,1,Web,Web Developer
8.55,4,6,0,0,Data Science,Data Scientist
6.91,7,5,5,5,AI,AI Engineer
8.37,4,1,9,0,AI,AI Engineer
6.1,1,10,0,3,AI,AI Engineer
7.56,5,1,10,1,Web,Web Developer
6.67,5,2,8,0,Web,Web Developer
5.61,1,4,2,3,Cyber,Cyber Security
5.51,2,10,8,0,Web,Web Developer
6.08,8,2,10,1,AI,AI Engineer
8.07,3,10,9,0,Cyber,Cyber Security
6.33,7,7,3,2,Cloud,Cloud Engineer
9.29,7,3,5,4,AI,AI Engineer
9.81,8,9,8,2,Web,Web Developer
8.5,4,4,4,0,Data Science,Data Scientist
7.91,10,3,8,1,Web,Web Developer
6.12,5,8,7,1,Web,Web Developer
7.4,10,5,2,5,Cloud,Cloud Engineer
5.98,4,7,5,1,AI,AI Engineer
6.53,8,9,9,5,AI,AI Engineer
9.77,2,2,5,4,Web,Web Developer
9.48,4,3,6,4,Cloud,Cloud Engineer
8.77,5,3,5,1,AI,AI Engineer
5.75,4,8,9,5,Web,Web Developer
9.31,8,4,0,4,Cyber,Cyber Security
9.64,6,4,2,2,Cloud,Cloud Engineer
7.78,7,9,4,2,Cloud,Cloud Engineer
6.22,5,8,4,4,Cloud,Cloud Engineer
9.56,9,9,8,1,Cyber,Cyber Security
8.14,10,10,5,2,Web,Web Developer
7.11,5,4,6,1,AI,AI Engineer
8.08,9,4,6,0,Data Science,Data Scientist
7.9,9,9,1,3,Web,Web Developer
6.97,9,8,3,3,Cyber,Cyber Security
7.22,4,8,0,3,Data Science,Data Scientist
6.24,8,2,6,3,Cloud,Cloud Engineer
8.65,9,1,10,0,Cyber,Cyber Security
7.96,10,7,9,0,AI,AI Engineer
9.52,6,4,5,4,AI,AI Engineer
8.76,2,9,6,4,Cyber,Cyber Security
8.64,10,3,3,1,AI,AI Engineer
6.14,6,10,2,2,AI,AI Engineer
6.25,10,8,7,4,Web,Web Developer
7.05,2,5,10,0,Cyber,Cyber Security
7.07,6,4,5,4,Cloud,Cloud Engineer
8.02,2,9,2,3,AI,AI Engineer
7.72,8,9,2,5,Cloud,Cloud Engineer
6.44,3,9,2,2,AI,AI Engineer
7.42,10,9,2,2,Cloud,Cloud Engineer
8.03,7,3,0,5,Web,Web Developer
5.53,7,6,2,0,Cyber,Cyber Security
5.96,5,3,3,0,Cloud,Cloud Engineer
7.81,2,6,1,2,AI,AI Engineer
9.22,9,10,4,3,AI,AI Engineer
9.04,8,5,4,4,Cyber,Cyber Security
9.55,8,9,9,2,Data Science,Data Scientist
9.38,8,9,2,4,Cyber,Cyber Security
5.69,3,5,10,4,Cyber,Cyber Security
9.94,8,4,6,0,AI,AI Engineer
5.59,7,1,1,4,Data Science,Data Scientist
6.01,4,8,7,4,Cyber,Cyber Security
5.86,7,2,0,4,Cloud,Cloud Engineer
8.11,4,4,3,0,Cloud,Cloud Engineer
7.26,2,4,5,4,Data Science,Data Scientist
5.83,2,2,0,4,Web,Web Developer
6.39,1,8,10,2,Cloud,Cloud Engineer
6.14,5,7,8,0,Cloud,Cloud Engineer
8.99,7,1,7,2,Web,Web Developer
7.28,5,2,10,3,Web,Web Developer
7.71,7,1,8,4,Web,Web Developer
7.96,1,1,4,5,AI,AI Engineer
9.52,5,4,1,1,Data Science,Data Scientist
5.62,8,9,10,0,Data Science,Data Scientist
9.87,5,10,6,2,AI,AI Engineer
7.02,6,9,2,4,Cyber,Cyber Security
8.42,7,2,5,3,Web,Web Developer
5.62,4,3,10,3,Cloud,Cloud Engineer
7.64,8,1,6,5,Data Science,Data Scientist
8.53,6,4,9,2,Data Science,Data Scientist
8.7,9,1,1,2,Web,Web Developer
5.78,9,3,2,0,Cloud,Cloud Engineer
7.45,10,5,1,0,Web,Web Developer
8.39,4,4,6,4,AI,AI Engineer
6.17,7,6,9,5,Web,Web Developer
6.87,4,7,2,2,Data Science,Data Scientist
8.16,5,4,9,4,Web,Web Developer
7.61,4,1,0,5,Cloud,Cloud Engineer
7.34,7,6,3,1,Cloud,Cloud Engineer
8.19,7,1,6,5,Data Science,Data Scientist
9.01,2,9,3,2,Web,Web Developer
5.93,10,1,3,5,AI,AI Engineer
9.83,10,8,0,5,AI,AI Engineer
9.99,4,9,4,0,AI,AI Engineer
7.23,5,10,8,1,Cyber,Cyber Security
6.49,8,4,4,4,Data Science,Data Scientist
9.82,2,2,9,1,Data Science,Data Scientist
6.69,8,4,10,1,Web,Web Developer
7.18,2,4,7,5,Cyber,Cyber Security
8.32,1,8,0,0,Data Science,Data Scientist
7.72,1,4,2,0,AI,AI Engineer
7.46,2,6,0,2,Web,Web Developer
8.77,8,2,10,0,Web,Web Developer
7.1,8,7,8,0,Cyber,Cyber Security
9.4,1,2,8,5,Data Science,Data Scientist
8.83,3,10,9,2,AI,AI Engineer
7.9,6,6,8,0,AI,AI Engineer
5.85,8,2,10,1,Cyber,Cyber Security
5.62,4,4,0,1,Data Science,Data Scientist
5.69,10,7,5,1,AI,AI Engineer
6.91,7,6,8,3,Web,Web Developer
9.43,1,7,7,0,Cloud,Cloud Engineer
5.73,7,8,1,2,Data Science,Data Scientist
7.61,7,1,3,5,Data Science,Data Scientist
8.74,6,7,5,3,Cyber,Cyber Security
9.03,10,9,6,5,Cyber,Cyber Security
9.69,1,7,3,2,AI,AI Engineer
6.63,1,2,7,2,AI,AI Engineer
6.44,8,5,6,4,Cyber,Cyber Security
6.85,3,3,6,2,Data Science,Data Scientist
7.93,10,4,8,2,Cyber,Cyber Security
7.79,7,9,6,4,Data Science,Data Scientist
6.9,7,7,9,5,Cyber,Cyber Security
5.81,5,6,1,2,Cyber,Cyber Security
7.47,8,8,5,4,Web,Web Developer
6.96,6,5,6,2,Cyber,Cyber Security
7.99,2,6,5,0,Cloud,Cloud Engineer
6.83,1,5,0,2,AI,AI Engineer
9.8,9,6,3,1,Cloud,Cloud Engineer
6.66,1,4,6,4,Cloud,Cloud Engineer
7.14,9,3,10,4,AI,AI Engineer
7.09,1,3,6,5,Cloud,Cloud Engineer
7.64,8,10,10,0,Data Science,Data Scientist
5.92,6,2,7,5,Web,Web Developer
7.34,10,10,2,2,Web,Web Developer
7.94,4,8,8,0,AI,AI Engineer
9.61,10,2,4,1,Cyber,Cyber Security
5.67,8,1,0,3,Cyber,Cyber Security
6.61,8,4,4,3,Cyber,Cyber Security
7.47,10,4,1,0,AI,AI Engineer
9.92,5,8,7,4,Data Science,Data Scientist
9.59,8,10,3,5,Cloud,Cloud Engineer
8.37,5,9,1,5,Cloud,Cloud Engineer
8.99,9,9,6,4,AI,AI Engineer
6.98,3,5,3,0,Web,Web Developer
5.95,5,3,0,1,Cloud,Cloud Engineer
8.56,3,9,7,3,Data Science,Data Scientist
8.13,5,5,5,5,Data Science,Data Scientist
6.29,1,1,4,4,Cloud,Cloud Engineer
8.47,1,10,4,2,Cloud,Cloud Engineer
5.92,1,9,7,0,Data Science,Data Scientist
6.14,7,7,9,0,Cloud,Cloud Engineer
7.19,1,8,9,2,Cyber,Cyber Security
6.33,8,9,9,2,Cloud,Cloud Engineer
9.47,3,2,10,3,Data Science,Data Scientist
8.63,5,1,7,1,Cyber,Cyber Security
9.45,1,6,0,0,AI,AI Engineer
9.52,9,5,2,1,Cyber,Cyber Security
7.0,5,6,0,3,Web,Web Developer
9.32,6,7,7,0,AI,AI Engineer
6.62,9,2,3,4,Cyber,Cyber Security
5.77,2,5,7,4,Data Science,Data Scientist
6.11,4,8,8,4,Data Science,Data Scientist
7.65,10,6,1,4,Cyber,Cyber Security
8.68,2,9,5,3,Web,Web Developer
7.11,4,3,10,1,AI,AI Engineer
9.77,3,9,1,0,AI,AI Engineer
6.8,1,1,0,5,Web,Web Developer
6.7,7,1,5,2,Cyber,Cyber Security
